Date,Close
2011-01-03,9.928852081298828
2011-01-04,9.980671882629395
2011-01-05,10.062310218811035
2011-01-06,10.054178237915039
2011-01-07,10.126181602478027
2011-01-10,10.316880226135254
2011-01-11,10.292479515075684
2011-01-12,10.376232147216797
2011-01-13,10.414193153381348
2011-01-14,10.498547554016113
2011-01-18,10.262657165527344
2011-01-19,10.208126068115234
2011-01-20,10.022543907165527
2011-01-21,9.84299087524414
2011-01-24,10.166250228881836
2011-01-25,10.285250663757324
2011-01-26,10.35905933380127
2011-01-27,10.339777946472168
2011-01-28,10.125581741333008
2011-01-31,10.222587585449219
2011-02-01,10.394610404968262
2011-02-02,10.373218536376953
2011-02-03,10.346707344055176
2011-02-04,10.438895225524902
2011-02-07,10.600979804992676
2011-02-08,10.701001167297363
2011-02-09,10.790173530578613
2011-02-10,10.681114196777344
2011-02-11,10.750707626342773
2011-02-14,10.820906639099121
2011-02-15,10.842596054077148
2011-02-16,10.939906120300293
2011-02-17,10.794390678405762
2011-02-18,10.561208724975586
2011-02-22,10.20119857788086
2011-02-23,10.322004318237305
2011-02-24,10.329837799072266
2011-02-25,10.48890495300293
2011-02-28,10.641046524047852
2011-03-01,10.523552894592285
2011-03-02,10.608206748962402
2011-03-03,10.832350730895996
2011-03-04,10.845606803894043
2011-03-07,10.705821990966797
2011-03-08,10.717869758605957
2011-03-09,10.618753433227539
2011-03-10,10.44401741027832
2011-03-11,10.604291915893555
2011-03-14,10.651590347290039
2011-03-15,10.406659126281738
2011-03-16,9.942106246948242
2011-03-17,10.081597328186035
2011-03-18,9.961989402770996
2011-03-21,10.2219820022583
2011-03-22,10.279226303100586
2011-03-23,10.218670845031738
2011-03-24,10.392800331115723
2011-03-25,10.590733528137207
2011-03-28,10.55759334564209
2011-03-29,10.573257446289062
2011-03-30,10.503067016601562
2011-03-31,10.499449729919434
2011-04-01,10.380448341369629
2011-04-04,10.278922080993652
2011-04-05,10.209632873535156
2011-04-06,10.184025764465332
2011-04-07,10.18523120880127
2011-04-08,10.094246864318848
2011-04-11,9.965909957885742
2011-04-12,10.014108657836914
2011-04-13,10.126482963562012
2011-04-14,10.014715194702148
2011-04-15,9.865283966064453
2011-04-18,9.997540473937988
2011-04-19,10.178603172302246
2011-04-20,10.315680503845215
2011-04-21,10.5654296875
2011-04-25,10.635022163391113
2011-04-26,10.556992530822754
2011-04-27,10.548856735229492
2011-04-28,10.446425437927246
2011-04-29,10.548254013061523
2011-05-02,10.43226432800293
2011-05-03,10.490106582641602
2011-05-04,10.53138256072998
2011-05-05,10.446425437927246
2011-05-06,10.443716049194336
2011-05-09,10.47203540802002
2011-05-10,10.527769088745117
2011-05-11,10.460887908935547
2011-05-12,10.441004753112793
2011-05-13,10.258138656616211
2011-05-16,10.04122257232666
2011-05-17,10.126781463623047
2011-05-18,10.239154815673828
2011-05-19,10.259040832519531
2011-05-20,10.099068641662598
2011-05-23,10.074360847473145
2011-05-24,10.007783889770508
2011-05-25,10.146066665649414
2011-05-26,10.092439651489258
2011-05-27,10.165045738220215
2011-05-31,10.478963851928711
2011-06-01,10.40907096862793
2011-06-02,10.426848411560059
2011-06-03,10.346707344055176
2011-06-06,10.184025764465332
2011-06-07,10.003263473510742
2011-06-08,10.009291648864746
2011-06-09,9.986695289611816
2011-06-10,9.818289756774902
2011-06-13,9.839376449584961
2011-06-14,10.015315055847168
2011-06-15,9.843894958496094
2011-06-16,9.795992851257324
2011-06-17,9.648371696472168
2011-06-20,9.499544143676758
2011-06-21,9.800209045410156
2011-06-22,9.719172477722168
2011-06-23,9.978858947753906
2011-06-24,9.831843376159668
2011-06-27,10.003263473510742
2011-06-28,10.100273132324219
2011-06-29,10.063517570495605
2011-06-30,10.11262321472168
2011-07-01,10.34128475189209
2011-07-05,10.527166366577148
2011-07-06,10.59736156463623
2011-07-07,10.761248588562012
2011-07-08,10.836871147155762
2011-07-11,10.664848327636719
2011-07-12,10.657317161560059
2011-07-13,10.785957336425781
2011-07-14,10.778427124023438
2011-07-15,10.993830680847168
